Longitude,Latitude
103.604864,1.589952
103.604831,1.589882
103.604783,1.589817
103.604707,1.589811
103.60475,1.589887
103.604788,1.589947
103.60468,1.589751
103.604707,1.589676
103.60475,1.589746
103.604788,1.589681
103.604826,1.589746
103.604869,1.589806
103.604901,1.589876
103.604939,1.589936
103.604993,1.590012
103.605025,1.590083
103.60509,1.590083
103.60461,1.589496
103.604627,1.589545
103.604659,1.589616
103.604654,1.589469
103.604697,1.58954
103.604745,1.58961
103.604708,1.58941
103.60474,1.589475
103.604778,1.589545
103.604821,1.5896
103.604858,1.58967
103.604912,1.589741
103.60495,1.589811
103.604982,1.589882
103.605069,1.589882
103.605025,1.589806
103.604988,1.589746
103.604939,1.58967
103.604907,1.589605
103.604864,1.589535
103.604821,1.589475
103.604778,1.589399
103.604751,1.58935
103.60481,1.589323
103.604859,1.589399
103.604902,1.589453
103.604939,1.589535
103.605009,1.589535
103.604983,1.589459
103.604934,1.589393
103.604902,1.589334
103.604848,1.589252
103.604896,1.589204
103.604934,1.589263
103.604961,1.589323
103.60501,1.589394
103.605053,1.589464
103.605096,1.589524
103.605166,1.589524
103.605214,1.589589
103.605128,1.589594
103.605053,1.589594
103.605015,1.58967
103.605058,1.589735
103.605101,1.589801
103.605128,1.589741
103.605171,1.589665
103.605252,1.58966
103.605203,1.58973
103.605182,1.589795
103.605252,1.589801
103.605301,1.58973
103.605338,1.589801
103.60529,1.589589
103.605371,1.589589
103.605403,1.589649
103.605322,1.58966
103.605479,1.58966
103.605559,1.589654
103.605651,1.589644
103.605716,1.589644
103.605791,1.589644
103.605861,1.589644
103.605948,1.589638
103.605915,1.589557
103.606002,1.589562
103.605959,1.589481
103.605915,1.589416
103.605872,1.589351
103.60584,1.589291
103.605792,1.589226
103.605754,1.589155
103.605625,1.58909
103.605684,1.58915
103.605635,1.589139
103.605641,1.589226
103.60556,1.589231
103.605479,1.589236
103.605452,1.589177
103.605511,1.589166
103.605587,1.589166
103.605366,1.589177
103.605403,1.589242
103.605376,1.589307
103.605328,1.589253
103.605285,1.589177
103.605209,1.589177
103.605123,1.589182
103.605047,1.589176
103.604967,1.589193
103.605015,1.589252
103.605042,1.589318
103.60508,1.589388
103.605134,1.589459
103.605204,1.589459
103.605166,1.589388
103.605128,1.589318
103.605085,1.589252
103.605139,1.589253
103.605193,1.589323
103.605236,1.589377
103.60529,1.589464
103.605322,1.589513
103.605247,1.589524
103.605392,1.589529
103.605365,1.589453
103.605328,1.589383
103.605285,1.589312
103.605252,1.589247
103.605398,1.589378
103.605436,1.589454
103.605468,1.589519
103.605457,1.589578
103.605527,1.589573
103.605597,1.589573
103.60556,1.589519
103.605694,1.589595
103.605651,1.589519
103.605603,1.589454
103.605667,1.589437
103.605646,1.589378
103.605608,1.589313
103.605517,1.589318
103.60556,1.589383
103.605484,1.589394
103.605436,1.589312
103.605673,1.589285
103.605759,1.589286
103.605802,1.589351
103.605716,1.589351
103.605754,1.589432
103.605829,1.589421
103.605878,1.589497
103.605791,1.589497
103.605711,1.589513
103.605759,1.589579
103.605845,1.589579
103.605025,1.589947
103.605068,1.590018
103.605171,1.590083
103.605149,1.590018
103.605101,1.589936
103.605182,1.589936
103.605133,1.589871
103.605209,1.58986
103.605246,1.589936
103.605306,1.590012
103.605338,1.590072
103.605246,1.590072
103.605209,1.590001
103.605408,1.590072
103.605376,1.590007
103.605338,1.589947
103.605295,1.58986
103.605376,1.58986
103.605419,1.58992
103.605457,1.590002
103.605489,1.590072
103.60557,1.590067
103.605527,1.589991
103.605608,1.589985
103.605575,1.58992
103.605495,1.589926
103.605451,1.589855
103.605532,1.589866
103.605495,1.589795
103.605419,1.589795
103.605365,1.589725
103.605452,1.589725
103.605527,1.589725
103.60557,1.589785
103.605603,1.58973
103.605651,1.589785
103.605602,1.58985
103.605651,1.58992
103.605694,1.58985
103.605727,1.589785
103.60577,1.589703
103.605683,1.589714
103.605834,1.589703
103.605915,1.589703
103.605807,1.589774
103.605764,1.58985
103.605726,1.589915
103.605764,1.589975
103.605737,1.590062
103.605683,1.589986
103.605807,1.590062
103.605877,1.590051
103.605985,1.590045
103.605921,1.589969
103.60584,1.58998
103.605883,1.589921
103.605797,1.58991
103.60585,1.58985
103.605883,1.589774
103.605931,1.58985
103.605964,1.589769
103.606007,1.589709
103.605651,1.590061
103.606044,1.590045
103.606115,1.590035
103.606201,1.590035
103.606276,1.59004
103.606357,1.590029
103.606438,1.590024
103.606497,1.590089
103.606519,1.590013
103.606562,1.590068
103.606654,1.590057
103.6066,1.590002
103.606557,1.589943
103.606487,1.589937
103.606411,1.589948
103.606325,1.589959
103.606255,1.589959
103.606163,1.589948
103.606098,1.589959
103.605716,1.589226
103.605829,1.589155
103.605775,1.589096
103.605872,1.589226
103.60591,1.589291
103.605986,1.589286
103.606029,1.589492
103.606066,1.589541
103.606002,1.589421
103.605948,1.589345
103.606023,1.589356
103.606056,1.589405
103.60611,1.589476
103.606142,1.589546
103.606115,1.589628
103.606207,1.589622
103.606153,1.589698
103.606233,1.589704
103.606282,1.589769
103.606314,1.589818
103.606347,1.589883
103.606401,1.589818
103.606433,1.589894
103.606503,1.589878
103.606471,1.589829
103.606239,1.589823
103.606271,1.589899
103.606158,1.589834
103.605996,1.589834
103.606039,1.589904
103.606125,1.589899
103.605964,1.589915
103.606077,1.589828
103.606039,1.589758
103.606131,1.589763
103.606196,1.589763
103.606363,1.589763
103.606314,1.589687
103.606271,1.589628
103.606239,1.589552
103.606185,1.589481
103.606153,1.589411
103.60611,1.58934
103.606083,1.589291
103.60604,1.589215
103.605867,1.589085
103.60591,1.589145
103.605948,1.589215
103.605991,1.589161
103.605948,1.589085
103.606018,1.589085
103.606056,1.58915
103.60611,1.589085
103.606142,1.589166
103.606191,1.58921
103.60611,1.589215
103.606147,1.58928
103.606212,1.589286
103.606304,1.58928
103.606374,1.589275
103.606444,1.58927
103.606536,1.589275
103.606606,1.58927
103.606687,1.58927
103.606746,1.589275
103.606719,1.589335
103.60666,1.58933
103.606568,1.589324
103.606503,1.589329
103.606422,1.589335
103.606385,1.589427
103.606455,1.589411
103.60653,1.589411
103.606611,1.589411
103.606681,1.589406
103.606638,1.589487
103.606584,1.589476
103.606611,1.589552
103.606261,1.589487
103.606304,1.589557
103.606379,1.589552
103.606341,1.589612
103.60639,1.589677
103.606455,1.589671
103.606428,1.589758
103.606514,1.589753
103.606584,1.589731
103.606654,1.589747
103.606708,1.589813
103.606746,1.589872
103.606665,1.589872
103.606773,1.589937
103.606826,1.589997
103.606191,1.589356
103.606223,1.589416
103.606277,1.589324
103.606298,1.589422
103.606336,1.589487
103.606465,1.589546
103.606412,1.589481
103.606487,1.589481
103.60653,1.589547
103.606503,1.589622
103.606422,1.589617
103.606584,1.589612
103.606622,1.589677
103.606541,1.589682
103.606703,1.589682
103.60666,1.589606
103.606692,1.589541
103.60673,1.589476
103.606773,1.5894
103.606805,1.58933
103.606843,1.589265
103.606886,1.589183
103.606919,1.589113
103.606951,1.589053
103.607,1.588993
103.606789,1.589205
103.606827,1.589134
103.606773,1.589129
103.606687,1.589129
103.606735,1.589194
103.606654,1.589199
103.606579,1.589199
103.606606,1.58914
103.606579,1.58908
103.606525,1.588998
103.606444,1.589009
103.606412,1.58908
103.60645,1.589129
103.606374,1.589139
103.606315,1.589129
103.606228,1.589139
103.606185,1.589074
103.606255,1.589069
103.606331,1.589069
103.606369,1.588998
103.606293,1.589009
103.606601,1.588993
103.606633,1.589058
103.606498,1.589074
103.60653,1.589134
103.606487,1.589199
103.606412,1.589188
103.606342,1.589205
103.606352,1.58934
103.606725,1.589058
103.606676,1.588982
103.606805,1.589064
103.606773,1.588988
103.606832,1.58902
103.606627,1.589818
103.606573,1.589878
103.606622,1.589937
103.606665,1.589997
103.606751,1.590003
103.606724,1.590068
103.606805,1.590062
103.606708,1.589948
103.606821,1.589878
103.606789,1.589802
103.60674,1.589737
103.606827,1.589742
103.606789,1.589677
103.606816,1.589601
103.606735,1.589601
103.606767,1.589547
103.606811,1.589476
103.606843,1.58952
103.606886,1.589476
103.606854,1.589411
103.606881,1.58933
103.606929,1.589406
103.606972,1.589455
103.606929,1.589248
103.606962,1.589324
103.606999,1.589389
103.607048,1.589449
103.606956,1.589183
103.607,1.589124
103.607032,1.589064
103.60707,1.588988
103.607151,1.588977
103.607118,1.589042
103.60707,1.589107
103.607118,1.589178
103.607156,1.589243
103.607231,1.589238
103.607312,1.589238
103.60728,1.589167
103.607205,1.589037
103.607232,1.588972
103.607469,1.588961
103.607431,1.589032
103.607393,1.589102
103.607474,1.589102
103.607501,1.589032
103.60755,1.588961
103.607593,1.589026
103.607668,1.589021
103.607625,1.588967
103.607636,1.589091
103.607555,1.589097
103.607479,1.589238
103.607409,1.589232
103.607361,1.589308
103.607452,1.589314
103.60742,1.58939
103.607328,1.589379
103.60728,1.58946
103.607215,1.589455
103.607167,1.58939
103.607123,1.589455
103.607442,1.589162
103.607517,1.589156
103.607593,1.589146
103.607641,1.589222
103.607577,1.589227
103.607523,1.589308
103.60756,1.589384
103.607598,1.589444
103.607641,1.589379
103.607603,1.589303
103.607657,1.589292
103.607496,1.589374
103.607452,1.589444
103.607377,1.589449
103.607323,1.58952
103.60729,1.58959
103.607253,1.58965
103.607188,1.589661
103.607096,1.589661
103.607026,1.589661
103.60694,1.589672
103.606978,1.589731
103.606913,1.589737
103.606864,1.589677
103.606972,1.589585
103.607042,1.589585
103.607129,1.589585
103.607172,1.589525
103.607096,1.58952
103.607015,1.589525
103.606902,1.589601
103.60694,1.589525
103.607043,1.589319
103.607123,1.589319
103.607199,1.589319
103.607296,1.589308
103.607242,1.589368
103.607253,1.589525
103.60721,1.58959
103.607307,1.589721
103.60722,1.589721
103.607263,1.589791
103.607306,1.589851
103.60735,1.589911
103.607393,1.589976
103.60743,1.590041
103.60749,1.590036
103.607474,1.589992
103.607533,1.589976
103.607506,1.589922
103.607425,1.589916
103.607015,1.590106
103.60688,1.590057
103.606967,1.590062
103.607053,1.590062
103.607112,1.590052
103.607188,1.590057
103.607263,1.590063
103.607366,1.590063
103.607317,1.590003
103.607274,1.589921
103.607236,1.589856
103.607188,1.589791
103.607118,1.589791
103.607021,1.589796
103.606961,1.589791
103.606864,1.589802
103.606864,1.589937
103.606891,1.589997
103.606983,1.589997
103.606945,1.589921
103.606918,1.589867
103.606988,1.589862
103.607026,1.589921
103.607128,1.589997
103.607096,1.589938
103.607064,1.589872
103.607145,1.589862
103.607242,1.590003
103.607199,1.589938
103.607058,1.589992
103.607468,1.58984
103.607511,1.58977
103.607538,1.589715
103.607571,1.589629
103.607609,1.589705
103.607625,1.589574
103.60756,1.589504
103.607625,1.589504
103.607495,1.58952
103.607544,1.589574
103.607458,1.589585
103.607371,1.58958
103.607334,1.58965
103.607468,1.589721
103.607414,1.589645
103.607495,1.589645
103.607387,1.589715
103.607339,1.589791
103.607431,1.58978
103.607377,1.589851
103.607582,1.589797
103.607275,1.589037
103.607372,1.589048
103.607291,1.588972
103.607399,1.588983
103.60735,1.588983
103.607231,1.589107
103.607323,1.589097
103.607156,1.589102
103.607199,1.589167
103.607032,1.589194
103.607075,1.589254
103.606994,1.589254
103.607086,1.589384
103.607366,1.589173
103.607398,1.58952
103.607533,1.58945
103.606261,1.58921
103.605101,1.589676
103.606066,1.589698
103.606039,1.589628
103.606012,1.589986
103.606201,1.589894
103.606552,1.589823
103.606638,1.590214
103.606686,1.590285
103.607107,1.590247
103.607257,1.590741
103.606212,1.589014
103.605554,1.589095
103.605711,1.589079
103.604459,1.590147
103.606114,1.590849
103.606654,1.590496
103.60722,1.590301
103.606621,1.59042
103.607069,1.589726
103.607145,1.589721
103.607625,1.589634
103.605516,1.589443
103.60631,1.58768
103.606278,1.587723
103.606235,1.587696
103.606149,1.58769
103.606035,1.587761
103.606111,1.58775
103.606192,1.587761
103.606709,1.587664
103.606623,1.587669
103.606542,1.587669
103.606467,1.587674
103.606386,1.58768
103.606774,1.587669
103.606817,1.587691
103.606871,1.587669
103.606925,1.587658
103.607017,1.587664
103.607081,1.587658
103.607696,1.587686
103.607761,1.587675
103.607928,1.587659
103.608014,1.587702
103.608084,1.587697
103.608047,1.587768
103.60809,1.587833
103.608128,1.587751
103.608171,1.587675
103.608235,1.587681
103.608306,1.587692
103.608187,1.587822
103.608241,1.587806
103.608268,1.58792
103.60816,1.587947
103.608208,1.587898
103.608063,1.587887
103.608122,1.587898
103.60809,1.587963
103.608127,1.588034
103.608176,1.588099
103.608219,1.588044
103.608289,1.588045
103.6083,1.588175
103.608219,1.588175
103.608251,1.588234
103.6083,1.588316
103.608235,1.588598
103.608262,1.588663
103.608299,1.588734
103.608176,1.588522
103.608095,1.588517
103.608143,1.588603
103.608181,1.588658
103.608229,1.588723
103.608278,1.588804
103.608262,1.588522
103.60823,1.588462
103.608143,1.588457
103.608062,1.588457
103.607976,1.588457
103.607901,1.588457
103.607933,1.588516
103.607976,1.588592
103.608024,1.588652
103.608057,1.588728
103.608111,1.588815
103.60803,1.58881
103.607992,1.588734
103.607949,1.588668
103.6079,1.588603
103.607863,1.588538
103.607814,1.588457
103.607782,1.588391
103.607733,1.588321
103.60769,1.58825
103.607761,1.58825
103.60782,1.588321
103.607852,1.588386
103.607928,1.588386
103.608008,1.588392
103.608084,1.588381
103.608186,1.588381
103.608149,1.588321
103.608062,1.58831
103.607982,1.588316
103.607884,1.588316
103.607852,1.58825
103.607938,1.588256
103.607971,1.58818
103.608009,1.588109
103.608046,1.588175
103.6081,1.588261
103.608025,1.588251
103.607939,1.588115
103.607895,1.58805
103.607852,1.587979
103.607809,1.587909
103.607761,1.587843
103.607723,1.587767
103.607799,1.587767
103.607842,1.587827
103.607879,1.587909
103.607933,1.587963
103.60796,1.58805
103.607885,1.587767
103.607923,1.587838
103.607966,1.587903
103.608014,1.587974
103.608014,1.588055
103.607648,1.587778
103.607691,1.587843
103.607718,1.587908
103.607761,1.587974
103.607804,1.588039
103.607847,1.588109
103.607901,1.588191
103.607825,1.588185
103.607771,1.588126
103.607734,1.58805
103.607701,1.587984
103.607647,1.587925
103.607604,1.587838
103.607567,1.587778
103.60748,1.587789
103.607518,1.587854
103.607567,1.587919
103.607599,1.587984
103.607647,1.58805
103.607696,1.588126
103.6074,1.587789
103.607367,1.587865
103.607324,1.587794
103.607432,1.587859
103.607486,1.587919
103.607534,1.58799
103.607448,1.587995
103.607491,1.58806
103.607534,1.588125
103.607572,1.588055
103.60761,1.588131
103.607249,1.587794
103.607168,1.587794
103.607087,1.587794
103.607017,1.587794
103.606936,1.587799
103.606855,1.587805
103.606898,1.587875
103.606957,1.587875
103.607054,1.58787
103.60713,1.587859
103.6072,1.58787
103.607281,1.587865
103.607329,1.58793
103.60741,1.587919
103.607367,1.58799
103.607318,1.588066
103.607405,1.588055
103.607453,1.58812
103.607496,1.58819
103.607572,1.588196
103.607426,1.588196
103.607372,1.588142
103.607291,1.588136
103.607335,1.588223
103.607248,1.588071
103.607211,1.588006
103.607286,1.588006
103.607254,1.58793
103.607168,1.587924
103.607092,1.58793
103.607011,1.587935
103.607054,1.588011
103.607103,1.588093
103.607167,1.588076
103.607216,1.588147
103.607259,1.588207
103.607184,1.588207
103.60713,1.588152
103.607227,1.588288
103.607259,1.588342
103.607308,1.588277
103.607383,1.588277
103.607453,1.588272
103.607502,1.588337
103.607426,1.588337
103.60734,1.588342
103.607534,1.588266
103.607577,1.588337
103.60762,1.588402
103.607701,1.588397
103.607653,1.588332
103.60762,1.588256
103.607653,1.588467
103.607696,1.588527
103.607733,1.588592
103.607776,1.588663
103.607825,1.588739
103.607857,1.588809
103.607943,1.588815
103.6079,1.588744
103.607868,1.588674
103.607825,1.588598
103.607776,1.588533
103.607744,1.588462
103.607669,1.588603
103.607706,1.588668
103.607744,1.588739
103.607787,1.588804
103.607615,1.588674
103.607593,1.58875
103.607555,1.588825
103.607631,1.58882
103.607658,1.588755
103.607712,1.58882
103.607588,1.588614
103.607555,1.588679
103.607512,1.588744
103.607474,1.588825
103.607442,1.588885
103.607426,1.588744
103.60734,1.588755
103.607383,1.58869
103.607426,1.588619
103.607383,1.588532
103.607345,1.588478
103.607291,1.588413
103.607378,1.588418
103.607426,1.588478
103.607469,1.588538
103.607501,1.588619
103.607464,1.588668
103.607545,1.588538
103.607582,1.588467
103.607625,1.588543
103.60755,1.588397
103.607453,1.588408
103.607507,1.588467
103.60735,1.588874
103.60728,1.58888
103.60721,1.58889
103.607118,1.588901
103.607037,1.58889
103.60694,1.588901
103.606886,1.588906
103.606908,1.588841
103.606957,1.588782
103.606989,1.588706
103.607032,1.588635
103.607059,1.588559
103.607102,1.5885
103.607146,1.588424
103.607183,1.588337
103.607232,1.588424
103.607194,1.588489
103.607221,1.588554
103.60727,1.588619
103.607345,1.588625
103.607313,1.588695
103.607275,1.58876
103.607189,1.58876
103.607124,1.588771
103.607038,1.588771
103.607065,1.5887
103.607113,1.58863
103.607146,1.588565
103.607183,1.588619
103.607226,1.588695
103.607151,1.5887
103.606994,1.588841
103.60707,1.588831
103.607151,1.588841
103.607226,1.588831
103.606838,1.588847
103.60686,1.588776
103.606914,1.588711
103.606957,1.588646
103.606989,1.588565
103.607027,1.588499
103.607065,1.588429
103.607108,1.588342
103.60714,1.588293
103.607103,1.588207
103.60706,1.588141
103.607016,1.588087
103.606979,1.588011
103.606941,1.58794
103.606785,1.58781
103.606806,1.587875
103.606747,1.587881
103.606709,1.58781
103.606655,1.587772
103.606628,1.587821
103.606542,1.587815
103.606472,1.587815
103.60638,1.587821
103.606316,1.587821
103.606235,1.587826
103.606154,1.587831
103.606192,1.587891
103.60624,1.587962
103.606272,1.587891
103.606316,1.587962
103.606391,1.587956
103.606348,1.587891
103.606429,1.587891
103.606472,1.587967
103.606553,1.587962
103.606499,1.587875
103.60658,1.58787
103.606617,1.587962
103.606698,1.587957
103.606774,1.587951
103.606844,1.58794
103.606898,1.588011
103.606822,1.588016
103.606655,1.587886
103.606741,1.588011
103.606779,1.588076
103.606822,1.588141
103.606855,1.588217
103.60693,1.588223
103.607022,1.588223
103.606979,1.588152
103.606903,1.588152
103.60686,1.588082
103.606936,1.588071
103.606892,1.588288
103.606946,1.588347
103.606984,1.588423
103.607027,1.588358
103.606989,1.588293
103.606828,1.588293
103.606871,1.588353
103.606903,1.588434
103.606941,1.588489
103.606903,1.588559
103.606827,1.588559
103.606741,1.588559
103.60679,1.588646
103.606833,1.588711
103.606865,1.58863
103.606666,1.58857
103.606703,1.588635
103.606752,1.5887
103.60679,1.588776
103.606752,1.588847
103.6068,1.588906
103.606719,1.588917
103.606644,1.588912
103.606676,1.588857
103.606633,1.588776
103.60659,1.588711
103.606558,1.588657
103.606509,1.58857
103.606482,1.588651
103.606444,1.588722
103.606412,1.588792
103.60638,1.588852
103.606433,1.588922
103.606326,1.588917
103.60645,1.588852
103.606498,1.588912
103.606525,1.588852
103.606488,1.588787
103.606515,1.588711
103.606552,1.588792
103.606601,1.588857
103.606579,1.588912
103.606547,1.58851
103.60659,1.588581
103.606628,1.588646
103.606676,1.588716
103.606725,1.588776
103.606633,1.588505
103.606596,1.58844
103.606553,1.588369
103.606515,1.588304
103.606466,1.588228
103.606439,1.588163
103.606396,1.588097
103.606353,1.588027
103.606418,1.588027
103.606466,1.588087
103.606504,1.588157
103.606547,1.588228
103.60659,1.588288
103.606628,1.588358
103.606666,1.588423
103.606703,1.588488
103.60679,1.588494
103.60686,1.588494
103.606833,1.588429
103.606795,1.588364
103.606752,1.588293
103.606709,1.588233
103.606628,1.588222
103.606666,1.588293
103.606704,1.588353
103.606752,1.588429
103.60659,1.588157
103.606547,1.588092
103.606499,1.588022
103.606574,1.588027
103.606612,1.588081
103.606784,1.588228
103.606709,1.588092
103.606736,1.588152
103.606666,1.588147
103.60665,1.588022
103.606143,1.587962
103.606073,1.587967
103.605987,1.587967
103.605916,1.587972
103.605836,1.587978
103.605868,1.588037
103.605916,1.588108
103.605884,1.588189
103.605841,1.588249
103.605889,1.58832
103.605927,1.588401
103.605965,1.588466
103.606002,1.588521
103.606045,1.588586
103.606094,1.588667
103.606126,1.588738
103.606169,1.588803
103.606207,1.588868
103.606261,1.588928
103.606175,1.588938
103.606132,1.588862
103.606094,1.588803
103.606061,1.588879
103.60611,1.588944
103.605981,1.588873
103.605943,1.588949
103.60598,1.588993
103.606024,1.588944
103.605867,1.588949
103.605916,1.589003
103.605829,1.589009
103.60577,1.589014
103.605776,1.588944
103.605813,1.588884
103.605894,1.588873
103.606202,1.588727
103.606239,1.588797
103.606283,1.588857
103.606326,1.588787
103.606288,1.588721
103.606369,1.588716
103.606245,1.588645
103.606164,1.588662
103.606126,1.588591
103.606094,1.588531
103.606046,1.58845
103.606002,1.588385
103.605965,1.588325
103.605922,1.588255
103.606003,1.588249
103.60604,1.588173
103.605954,1.588189
103.606008,1.588114
103.605943,1.588037
103.606035,1.588032
103.606111,1.588032
103.606078,1.588092
103.606186,1.588032
103.606262,1.588021
103.60631,1.588092
103.606235,1.588097
103.606164,1.588103
103.606121,1.588173
103.606083,1.588249
103.606148,1.588244
103.606186,1.588179
103.606272,1.588173
103.606348,1.588163
103.60631,1.588239
103.606234,1.588238
103.606207,1.588314
103.606127,1.588309
103.60604,1.588314
103.606073,1.588385
103.606126,1.588455
103.606164,1.588526
103.606202,1.588586
103.606326,1.588651
103.606407,1.588651
103.606277,1.58858
103.606369,1.58858
103.606434,1.588575
103.606482,1.58851
103.606401,1.58851
103.606326,1.588515
103.606245,1.588515
103.606202,1.58845
103.606277,1.58845
103.606364,1.588445
103.606434,1.588445
103.606509,1.588434
103.606164,1.588385
103.606234,1.58838
103.606321,1.588374
103.606283,1.588309
103.606396,1.588374
103.606358,1.588315
103.606434,1.588293
103.606477,1.588369
103.606391,1.588233
103.605987,1.587696
103.605917,1.587706
103.605755,1.587712
103.605836,1.587701
103.605793,1.587766
103.60583,1.587842
103.605879,1.587907
103.605954,1.587896
103.605911,1.587831
103.605868,1.587772
103.605987,1.587831
103.606046,1.58788
103.606073,1.587831
103.60576,1.587842
103.605798,1.587913
103.605588,1.587706
103.605674,1.587706
103.605717,1.587777
103.605647,1.587777
103.605561,1.587782
103.605523,1.587717
103.605156,1.587663
103.605124,1.587722
103.605194,1.587711
103.605243,1.587771
103.60528,1.587858
103.605323,1.587907
103.605366,1.587977
103.605399,1.588064
103.60548,1.588059
103.60556,1.588059
103.605636,1.588048
103.605684,1.588119
103.605792,1.588157
103.605728,1.588048
103.605846,1.588113
103.605814,1.588048
103.60576,1.587989
103.605728,1.587918
103.605685,1.587837
103.605593,1.587847
103.605523,1.587847
103.605485,1.587782
103.605437,1.587712
103.605356,1.587728
103.605404,1.587787
103.605641,1.587907
103.605566,1.587912
103.605474,1.587923
103.605534,1.587988
103.605453,1.587994
103.605604,1.587994
103.605685,1.587994
103.605415,1.587912
103.605377,1.587853
103.605329,1.587798
103.605437,1.587853
103.605237,1.587657
103.604924,1.587662
103.605011,1.587662
103.604849,1.587668
103.604887,1.587727
103.604817,1.587733
103.604768,1.587668
103.604617,1.587684
103.604655,1.587738
103.604698,1.587809
103.604768,1.587803
103.604746,1.587874
103.604811,1.587863
103.604865,1.587917
103.604865,1.587809
103.604736,1.587733
103.604693,1.587673
103.604525,1.587673
103.604568,1.587744
103.604606,1.587809
103.60445,1.587667
103.604498,1.587754
103.604541,1.587814
103.604455,1.587825
103.604412,1.587754
103.604369,1.587678
103.603889,1.5877
103.603743,1.5877
103.603814,1.587694
103.603582,1.587716
103.603657,1.587705
103.6037,1.587775
103.603776,1.587776
103.603851,1.58777
103.603943,1.587765
103.604013,1.58777
103.603975,1.5877
103.604051,1.587689
103.604132,1.587689
103.604213,1.587689
103.604288,1.587678
103.604337,1.587749
103.604374,1.587825
103.604412,1.58789
103.604487,1.587895
103.604579,1.587885
103.604665,1.587879
103.604617,1.587944
103.60466,1.588004
103.604703,1.588069
103.604638,1.588075
103.604584,1.58802
103.604509,1.58802
103.604433,1.588015
103.604353,1.588015
103.604272,1.58802
103.604191,1.588036
